CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
01097007201,Alabama,Mobile County,0,2999,1047,0,0,0.00,0,0,0,0,0,1,28.7,61786,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2999,100.00,1467,48.92,771,25.71,316,10.54,2505,83.53,106,3.53,274,9.14,1,0.03,14,0.47,99,3.30,103,3.43,39,3.73,113,10.80,2999,100.00,1467,48.92,771,25.71,316,10.54,2505,83.53,106,3.53,274,9.14,1,0.03,14,0.47,99,3.30,103,3.43,39,3.73,113,10.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1425,771,316,2505,106,274,1,14,99,103,37,107
01097007202,Alabama,Mobile County,0,2771,1207,0,13,0.47,0,0,0,0,0,0,10.9,67750,1,1,0,0,0,1,0,0,797,797,NULL,111,111,NULL,2771,100.00,853,30.77,469,16.93,532,19.20,2644,95.42,53,1.91,11,0.40,0,0.00,15,0.54,48,1.73,22,0.79,9,0.76,56,4.64,2771,100.00,853,30.77,469,16.93,532,19.20,2644,95.42,53,1.91,11,0.40,0,0.00,15,0.54,48,1.73,22,0.79,9,0.76,56,4.64,797,28.77,111,4.02,116,4.17,170,6.14,770,27.79,5,0.18,2,0.07,0,0.00,9,0.33,11,0.41,7,0.24,0,0.00,17,1.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,805,469,532,2644,53,11,0,15,48,22,8,51
01097007300,Alabama,Mobile County,0,4439,1513,0,0,0.00,0,0,0,0,0,1,27.0,33882,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3998,90.07,2093,47.16,1071,24.12,481,10.83,2839,63.97,326,7.34,653,14.72,4,0.09,12,0.27,164,3.69,149,3.36,75,4.95,339,22.44,3438,77.45,1795,40.44,929,20.92,403,9.08,2452,55.23,303,6.82,529,11.92,4,0.09,10,0.22,141,3.19,135,3.04,65,4.32,290,19.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2318,1224,545,3099,413,728,4,13,182,153,93,362
01097007400,Alabama,Mobile County,1,3647,1435,0,0,0.00,1,1,1,0,0,1,15.3,45458,1,1,1,1,1,0,0,0,1020,2376,1020,505,904,505,2376,65.16,904,24.80,615,16.86,314,8.60,1050,28.80,1245,34.15,28,0.77,0,0.00,10,0.27,43,1.17,30,0.82,65,4.55,227,15.79,1020,27.98,505,13.84,253,6.95,138,3.79,547,15.00,447,12.27,5,0.13,0,0.00,6,0.17,15,0.41,13,0.36,38,2.63,102,7.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1167,982,464,1519,2002,44,0,12,70,35,93,309
01097007500,Alabama,Mobile County,1,1856,673,0,0,0.00,0,0,0,0,0,1,42.7,35300,0,0,0,0,0,0,0,0,NULL,317,NULL,NULL,212,NULL,317,17.07,212,11.43,98,5.26,26,1.38,6,0.33,307,16.52,0,0.00,0,0.00,0,0.03,4,0.19,1,0.05,20,2.94,35,5.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,889,502,213,46,1775,0,0,2,33,17,96,172
01097007600,Alabama,Mobile County,1,2371,855,0,0,0.00,0,1,0,0,0,1,46.9,35190,0,1,0,1,0,0,0,0,59,1177,59,38,776,38,1177,49.62,776,32.75,326,13.74,137,5.79,14,0.60,1149,48.47,5,0.21,0,0.00,0,0.01,8,0.33,6,0.25,47,5.51,188,21.97,59,2.48,38,1.62,20,0.84,6,0.26,0,0.00,57,2.42,0,0.00,0,0.00,0,0.00,1,0.06,1,0.05,2,0.22,9,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1317,648,285,38,2303,5,0,2,23,14,99,339
01097007700,Alabama,Mobile County,1,1563,583,0,0,0.00,0,1,0,0,0,1,42.1,26140,0,1,0,1,0,0,0,0,57,1527,57,40,1006,40,1527,97.67,1006,64.39,390,24.96,229,14.66,8,0.51,1513,96.78,0,0.00,0,0.00,0,0.00,6,0.38,6,0.38,98,16.86,226,38.69,57,3.62,40,2.59,15,0.94,9,0.59,0,0.02,56,3.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,0.58,7,1.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,832,397,239,8,1549,0,0,0,6,6,105,211
01099075600,Alabama,Monroe County,0,1341,572,0,0,0.00,1,1,0,0,0,1,46.5,31875,1,1,0,0,0,1,0,0,1341,1341,3,938,938,2,1341,100.00,938,69.94,312,23.27,242,18.05,261,19.46,1063,79.27,3,0.22,0,0.00,6,0.45,8,0.60,9,0.67,99,17.37,53,9.18,1341,100.00,938,69.94,312,23.27,242,18.05,261,19.46,1063,79.27,3,0.22,0,0.00,6,0.45,8,0.60,9,0.67,99,17.37,53,9.18,1341,100.00,938,69.94,312,23.27,242,18.05,261,19.46,1063,79.27,3,0.22,0,0.00,6,0.45,8,0.60,9,0.67,99,17.37,53,9.18,3,0.20,2,0.14,0,0.02,1,0.09,2,0.16,1,0.04,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0.03,854,312,242,261,1063,3,0,6,8,9,87,46
01099075700,Alabama,Monroe County,0,1867,777,0,0,0.00,1,1,0,0,0,1,44.3,35481,1,1,0,0,0,1,0,0,1684,1684,NULL,1107,1107,NULL,1867,100.00,1222,65.43,451,24.16,297,15.91,620,33.21,1234,66.10,0,0.00,0,0.00,6,0.32,7,0.37,8,0.43,90,11.59,139,17.89,1867,100.00,1222,65.43,451,24.16,297,15.91,620,33.21,1234,66.10,0,0.00,0,0.00,6,0.32,7,0.37,8,0.43,90,11.59,139,17.89,1684,90.17,1107,59.29,411,22.02,268,14.35,523,28.00,1150,61.59,0,0.00,0,0.00,5,0.27,6,0.32,8,0.43,83,10.71,125,16.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1288,451,297,620,1234,0,0,6,7,8,77,122
01099075800,Alabama,Monroe County,0,1500,632,0,0,0.00,0,0,0,1,1,1,29.5,29239,0,0,0,0,0,0,0,1,133,133,NULL,96,96,NULL,1500,100.00,995,66.34,368,24.53,232,15.47,413,27.53,1064,70.93,0,0.00,0,0.00,4,0.27,19,1.27,5,0.33,150,23.73,100,15.77,1500,100.00,995,66.34,368,24.53,232,15.47,413,27.53,1064,70.93,0,0.00,0,0.00,4,0.27,19,1.27,5,0.33,150,23.73,100,15.77,133,8.87,96,6.40,25,1.65,28,1.84,12,0.79,115,7.69,0,0.00,0,0.00,2,0.13,4,0.26,0,0.00,14,2.25,10,1.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,848,368,232,413,1064,0,0,4,19,5,132,88
01099075900,Alabama,Monroe County,0,6323,2540,0,161,2.55,0,0,0,1,1,1,28.5,51190,0,0,0,0,0,0,0,1,55,55,NULL,50,50,NULL,5040,79.71,3055,48.32,1226,19.39,858,13.57,2593,41.01,2319,36.68,18,0.28,0,0.00,37,0.58,73,1.16,45,0.71,152,5.97,313,12.33,3468,54.84,2306,36.47,881,13.93,512,8.09,1779,28.13,1603,25.35,7,0.11,0,0.00,32,0.51,47,0.75,26,0.40,102,4.02,212,8.35,55,0.88,50,0.79,13,0.20,10,0.16,26,0.41,21,0.34,1,0.02,0,0.00,1,0.02,6,0.10,0,0.00,2,0.06,4,0.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3647,1494,1144,3226,2936,24,0,45,92,50,187,337
01099076000,Alabama,Monroe County,0,3542,1442,0,69,1.95,0,0,0,1,1,1,32.1,48750,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,3013,85.07,1476,41.68,813,22.96,375,10.57,1274,35.96,1671,47.16,22,0.61,0,0.00,11,0.30,36,1.03,40,1.14,163,11.29,333,23.08,1722,48.61,772,21.81,440,12.42,225,6.36,879,24.80,801,22.61,16,0.45,0,0.00,9,0.25,18,0.50,26,0.73,82,5.66,189,13.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1245,919,496,1533,1922,23,0,12,52,50,171,332
01099076100,Alabama,Monroe County,0,6681,2529,0,0,0.00,0,0,0,1,1,1,25.9,53688,0,0,0,0,0,0,0,1,10,10,NULL,2,2,NULL,6656,99.63,2725,40.78,1865,27.92,873,13.07,5178,77.50,1189,17.79,14,0.21,9,0.13,87,1.31,180,2.69,84,1.25,178,7.03,330,13.06,6554,98.09,2692,40.29,1837,27.50,858,12.84,5090,76.18,1183,17.71,14,0.21,9,0.13,82,1.22,176,2.63,81,1.22,172,6.80,325,12.84,10,0.15,2,0.04,3,0.04,0,0.00,10,0.15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,1,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2629,1873,876,5201,1189,14,9,88,180,84,166,316
01099076200,Alabama,Monroe County,0,1814,722,0,0,0.00,1,1,0,0,0,1,30.9,45476,1,1,0,0,0,1,0,0,1072,1072,NULL,420,420,NULL,1814,100.00,806,44.41,424,23.37,331,18.25,1464,80.71,206,11.36,3,0.17,0,0.00,99,5.46,42,2.32,14,0.77,94,12.99,61,8.39,1814,100.00,806,44.41,424,23.37,331,18.25,1464,80.71,206,11.36,3,0.17,0,0.00,99,5.46,42,2.32,14,0.77,94,12.99,61,8.39,1072,59.12,420,23.17,250,13.78,191,10.54,844,46.52,137,7.57,1,0.06,0,0.00,72,3.98,18,0.99,4,0.22,73,10.14,36,4.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,704,424,331,1464,206,3,0,99,42,14,80,52
01101000100,Alabama,Montgomery County,1,1174,377,0,328,27.94,0,1,0,1,1,1,30.3,110417,0,1,0,1,0,0,0,1,366,1174,366,171,550,171,1174,100.00,550,46.88,308,26.24,44,3.75,232,19.76,923,78.62,1,0.09,0,0.00,0,0.00,18,1.53,33,2.81,182,48.40,72,19.18,366,31.16,171,14.61,33,2.81,32,2.69,184,15.65,171,14.58,0,0.00,0,0.00,0,0.00,11,0.94,17,1.45,108,28.58,43,11.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,308,44,232,923,1,0,0,18,33,106,42
01101000200,Alabama,Montgomery County,1,1605,417,0,784,48.85,1,1,1,0,0,1,23.7,53864,1,1,1,1,1,0,0,0,1507,1605,1507,692,742,692,1605,100.00,742,46.23,132,8.22,262,16.32,289,18.01,1290,80.37,7,0.44,0,0.00,2,0.12,17,1.06,23,1.43,98,23.58,65,15.69,1507,93.88,692,43.12,108,6.74,244,15.21,286,17.80,1195,74.45,7,0.44,0,0.00,2,0.12,17,1.06,20,1.24,89,21.44,60,14.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,266,132,262,289,1290,7,0,2,17,23,76,51
01101000300,Alabama,Montgomery County,1,1666,628,0,0,0.00,1,1,1,1,1,1,40.6,20278,1,1,1,1,1,0,0,1,759,1261,759,622,1032,622,1261,75.71,1032,61.97,330,19.78,145,8.72,199,11.95,1042,62.56,4,0.24,0,0.00,1,0.06,15,0.90,16,0.96,101,16.01,244,38.79,759,45.59,622,37.31,196,11.77,85,5.11,108,6.47,643,38.60,0,0.00,0,0.00,0,0.01,8,0.50,7,0.43,60,9.62,149,23.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1084,467,174,330,1303,4,0,3,26,21,94,241
01101000400,Alabama,Montgomery County,1,4893,1729,0,192,3.92,0,1,0,1,1,1,43.3,19989,0,1,0,1,0,0,0,1,444,4047,444,312,2770,312,4047,82.72,2770,56.62,1207,24.67,416,8.51,1831,37.42,1995,40.77,30,0.61,3,0.06,23,0.46,167,3.40,252,5.15,235,13.58,645,37.31,444,9.08,312,6.38,146,2.99,36,0.74,134,2.74,286,5.84,3,0.07,0,0.00,4,0.08,17,0.35,13,0.26,39,2.24,66,3.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2401,1408,644,2158,2434,31,3,35,232,330,250,663
01101000500,Alabama,Montgomery County,1,3656,1467,0,0,0.00,0,1,0,1,1,1,23.0,46464,0,1,0,1,0,0,0,1,NULL,2261,NULL,NULL,1132,NULL,2261,61.85,1132,30.95,619,16.94,163,4.45,762,20.83,536,14.65,10,0.27,9,0.25,6,0.16,939,25.69,1028,28.12,122,8.29,135,9.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1452,971,275,1557,1048,12,10,10,1019,1111,171,190
01101000600,Alabama,Montgomery County,1,1148,500,0,27,2.35,0,1,0,1,1,1,61.3,19091,0,1,0,1,0,0,0,1,331,1141,331,235,853,235,1141,99.37,853,74.34,311,27.11,209,18.16,43,3.72,1080,94.07,2,0.17,0,0.00,4,0.34,12,1.06,3,0.26,118,23.63,276,55.19,331,28.84,235,20.49,59,5.17,70,6.06,3,0.26,328,28.58,0,0.00,0,0.00,0,0.00,0,0.00,2,0.17,32,6.33,84,16.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1254,314,209,43,1086,2,0,4,13,3,152,345
01101000700,Alabama,Montgomery County,1,1388,595,0,31,2.23,0,1,0,1,1,1,36.8,33512,0,1,0,1,0,0,0,1,38,1246,38,31,810,31,1246,89.76,810,58.37,271,19.54,203,14.61,197,14.19,1032,74.32,0,0.00,0,0.00,3,0.20,15,1.06,20,1.46,167,28.03,180,30.24,38,2.77,31,2.26,12,0.86,5,0.39,0,0.03,37,2.64,0,0.00,0,0.00,0,0.01,1,0.08,1,0.06,7,1.16,5,0.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,937,305,225,239,1130,0,0,3,16,21,155,175
01101000900,Alabama,Montgomery County,1,2515,266,0,1637,65.09,0,0,0,0,0,0,2.0,102083,1,1,1,1,1,0,0,0,2515,2515,2515,833,833,833,2515,100.00,833,33.11,374,14.87,8,0.32,1436,57.10,954,37.93,35,1.39,7,0.28,2,0.08,81,3.22,130,5.17,5,2.04,15,5.65,2515,100.00,833,33.11,374,14.87,8,0.32,1436,57.10,954,37.93,35,1.39,7,0.28,2,0.08,81,3.22,130,5.17,5,2.04,15,5.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125,374,8,1436,954,35,7,2,81,130,6,17
01101001000,Alabama,Montgomery County,1,1369,479,0,160,11.69,1,1,1,1,1,1,59.4,17953,1,1,1,1,1,0,0,1,1369,1369,1369,1145,1145,1145,1369,100.00,1145,83.65,395,28.85,134,9.79,155,11.32,1200,87.66,0,0.00,0,0.00,0,0.00,14,1.02,15,1.10,166,34.70,280,58.41,1369,100.00,1145,83.65,395,28.85,134,9.79,155,11.32,1200,87.66,0,0.00,0,0.00,0,0.00,14,1.02,15,1.10,166,34.70,280,58.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,395,134,155,1200,0,0,0,14,15,190,302
01101001100,Alabama,Montgomery County,1,3569,1512,0,57,1.60,1,1,1,1,1,1,56.6,25089,1,1,1,1,1,0,0,1,2773,3569,2773,1913,2553,1913,3569,100.00,2553,71.53,926,25.95,588,16.48,60,1.68,3469,97.20,2,0.06,0,0.00,3,0.08,35,0.98,25,0.70,518,34.29,705,46.66,2773,77.70,1913,53.61,818,22.93,377,10.57,27,0.76,2711,75.97,2,0.06,0,0.00,3,0.08,29,0.83,21,0.60,333,22.03,519,34.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2140,926,588,60,3469,2,0,3,35,25,427,586
01101001200,Alabama,Montgomery County,1,1771,742,0,0,0.00,0,1,0,1,1,1,66.6,15184,0,1,0,1,0,0,0,1,78,1477,78,68,1249,68,1477,83.42,1249,70.53,420,23.70,208,11.75,11,0.60,1425,80.45,2,0.11,12,0.68,3,0.17,25,1.41,29,1.63,143,19.29,351,47.32,78,4.38,68,3.86,17,0.99,10,0.58,1,0.08,75,4.24,0,0.00,1,0.03,0,0.00,1,0.03,0,0.00,7,0.98,17,2.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1145,474,264,13,1714,3,12,3,26,32,137,352
01101001300,Alabama,Montgomery County,1,2497,1068,0,4,0.16,0,1,0,0,0,1,23.3,47500,0,1,0,1,0,0,0,0,NULL,633,NULL,NULL,347,NULL,633,25.36,347,13.89,155,6.20,65,2.59,214,8.58,389,15.59,4,0.18,10,0.39,3,0.13,13,0.50,14,0.58,32,3.03,59,5.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,895,589,292,771,1635,20,17,8,46,62,127,199
01101001400,Alabama,Montgomery County,1,3618,1646,0,406,11.22,0,0,0,0,0,0,8.6,109000,0,1,0,1,0,0,0,0,22,3001,22,4,640,4,3001,82.93,640,17.69,449,12.41,339,9.36,2248,62.12,675,18.65,15,0.41,1,0.03,7,0.19,56,1.54,52,1.44,66,4.01,75,4.58,22,0.62,4,0.11,5,0.14,1,0.03,19,0.53,2,0.06,0,0.00,0,0.00,0,0.00,1,0.03,0,0.00,0,0.00,1,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,780,529,425,2793,736,21,1,8,59,56,80,86
