CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
12103027606,Florida,Pinellas County,1,1624,907,0,0,0.00,0,0,0,0,0,0,8.4,81625,0,1,0,1,0,0,0,0,451,1624,451,83,293,83,1624,100.00,293,18.01,172,10.59,368,22.66,1566,96.43,14,0.86,13,0.80,0,0.00,6,0.37,25,1.54,95,5.85,0,0.00,43,4.70,451,27.78,83,5.09,41,2.53,119,7.34,434,26.73,5,0.30,5,0.31,0,0.00,2,0.10,6,0.35,28,1.74,0,0.00,12,1.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,332,172,368,1566,14,13,0,6,25,95,0,47
12103027701,Florida,Pinellas County,1,2750,1360,0,0,0.00,0,0,0,0,0,0,5.0,87273,1,1,1,1,1,0,0,0,1786,2607,1786,323,447,323,2607,94.80,447,16.26,312,11.33,810,29.46,2515,91.44,10,0.36,41,1.48,0,0.00,3,0.11,39,1.42,86,3.13,55,4.02,31,2.26,1786,64.93,323,11.75,209,7.60,599,21.77,1736,63.14,7,0.25,22,0.79,0,0.00,2,0.07,19,0.68,52,1.88,42,3.08,22,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,460,328,852,2648,11,48,0,3,40,91,55,31
12103027703,Florida,Pinellas County,1,1212,683,0,0,0.00,0,0,0,0,0,0,5.5,133750,0,1,0,1,0,0,0,0,87,1212,87,12,165,12,1212,100.00,165,13.63,75,6.19,442,36.47,1163,95.96,6,0.50,17,1.40,2,0.17,0,0.00,24,1.98,66,5.45,25,3.62,0,0.00,87,7.17,12,0.99,7,0.55,31,2.56,83,6.82,2,0.13,1,0.11,0,0.00,0,0.00,1,0.11,7,0.58,2,0.24,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,144,75,442,1163,6,17,2,0,24,66,22,0
12103027704,Florida,Pinellas County,1,2423,1305,0,0,0.00,0,0,0,0,0,0,8.9,82955,1,1,1,1,1,0,0,0,1774,2423,1774,388,533,388,2423,100.00,533,21.99,243,10.03,778,32.11,2352,97.07,11,0.45,18,0.74,0,0.00,5,0.21,37,1.53,129,5.32,51,3.92,56,4.29,1774,73.20,388,16.03,149,6.14,647,26.70,1716,70.82,10,0.40,16,0.68,0,0.00,4,0.16,27,1.13,103,4.24,44,3.35,42,3.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,562,243,778,2352,11,18,0,5,37,129,52,59
12103027801,Florida,Pinellas County,1,1487,835,0,0,0.00,0,0,0,0,0,0,7.6,85104,0,0,0,0,0,0,0,0,NULL,43,NULL,NULL,9,NULL,43,2.91,9,0.62,2,0.12,20,1.33,41,2.77,1,0.04,0,0.01,0,0.00,1,0.05,1,0.04,2,0.15,2,0.22,1,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,342,118,480,1426,13,13,1,9,25,62,66,40
12103027802,Florida,Pinellas County,1,2692,1411,0,2,0.07,0,0,0,0,0,0,11.3,81705,1,1,1,1,1,0,0,0,999,2495,999,331,790,331,2495,92.70,790,29.35,274,10.19,448,16.63,2369,87.99,22,0.83,27,0.99,0,0.00,14,0.52,63,2.36,113,4.20,5,0.33,102,7.26,999,37.12,331,12.28,103,3.83,167,6.19,953,35.40,2,0.09,8,0.30,0,0.00,4,0.13,32,1.20,40,1.49,0,0.03,42,3.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,842,298,491,2556,24,31,0,15,66,122,5,100
12103027901,Florida,Pinellas County,1,2239,1373,0,0,0.00,0,0,0,0,0,0,5.4,117188,1,1,1,1,1,0,0,0,1000,1883,1000,241,411,241,1883,84.11,411,18.35,126,5.64,466,20.82,1823,81.44,19,0.87,20,0.88,0,0.00,2,0.09,19,0.84,61,2.73,73,5.32,27,1.93,1000,44.64,241,10.75,66,2.97,266,11.89,967,43.17,10,0.45,10,0.46,0,0.00,1,0.04,12,0.52,31,1.37,30,2.19,14,1.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453,142,587,2175,20,23,0,2,19,73,93,29
12103027903,Florida,Pinellas County,1,1389,751,0,0,0.00,0,0,0,0,0,0,8.4,114205,0,1,0,1,0,0,0,0,NULL,599,NULL,NULL,94,NULL,599,43.12,94,6.78,40,2.87,258,18.59,579,41.70,5,0.34,6,0.40,0,0.00,5,0.33,5,0.34,18,1.26,9,1.23,8,1.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235,152,510,1342,8,9,0,6,24,48,21,19
12103027904,Florida,Pinellas County,1,3077,1688,0,0,0.00,0,0,0,0,0,0,8.8,95074,1,1,1,1,1,0,0,0,1100,2752,1100,157,399,157,2752,89.45,399,12.98,255,8.29,811,26.37,2665,86.62,14,0.45,22,0.70,3,0.09,3,0.10,46,1.48,71,2.29,43,2.55,29,1.74,1100,35.76,157,5.10,85,2.76,390,12.66,1067,34.69,3,0.10,12,0.38,1,0.03,1,0.04,16,0.52,25,0.82,15,0.92,12,0.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,442,285,878,2970,23,23,3,5,53,82,48,31
12103028002,Florida,Pinellas County,1,3842,1985,0,0,0.00,0,0,0,0,0,0,7.7,122688,1,1,1,1,1,0,0,0,2429,3384,2429,466,538,466,3384,88.08,538,14.01,427,11.10,931,24.24,3271,85.13,17,0.44,37,0.97,1,0.04,6,0.16,51,1.33,122,3.17,56,2.83,44,2.20,2429,63.23,466,12.14,308,8.00,669,17.41,2353,61.25,12,0.32,24,0.61,1,0.03,4,0.11,35,0.91,84,2.19,31,1.54,31,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,601,477,1087,3714,23,41,2,7,55,149,67,50
12103028003,Florida,Pinellas County,1,3370,1911,0,2,0.06,0,0,0,0,1,0,13.1,78225,1,1,1,1,1,0,0,1,1294,2948,1294,390,883,390,2948,87.49,883,26.21,239,7.09,1064,31.57,2845,84.43,22,0.65,17,0.50,0,0.00,10,0.30,54,1.61,114,3.37,215,11.26,97,5.06,1294,38.40,390,11.56,96,2.85,344,10.21,1228,36.44,19,0.56,7,0.19,0,0.00,9,0.26,32,0.94,66,1.95,130,6.81,45,2.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,272,1207,3247,23,25,0,13,62,135,220,106
12103028004,Florida,Pinellas County,1,1984,1115,0,6,0.30,0,0,0,0,0,0,6.0,86011,1,1,1,1,1,0,0,0,1515,1984,1515,313,408,313,1984,100.00,408,20.56,150,7.56,622,31.35,1868,94.15,21,1.06,31,1.56,1,0.05,4,0.20,59,2.97,127,6.40,64,5.72,58,5.21,1515,76.34,313,15.76,135,6.80,361,18.21,1413,71.21,17,0.83,27,1.34,0,0.01,3,0.16,55,2.79,119,5.99,54,4.87,44,3.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,414,150,622,1868,21,31,1,4,59,127,64,54
12103028102,Florida,Pinellas County,1,3503,1777,0,0,0.00,0,0,0,0,0,0,19.1,93636,1,1,1,1,1,0,0,0,823,2694,823,159,712,159,2694,76.92,712,20.33,380,10.86,750,21.41,2474,70.63,68,1.93,75,2.15,0,0.00,7,0.20,70,2.01,134,3.82,75,4.20,138,7.74,823,23.49,159,4.54,134,3.83,245,6.99,736,21.01,21,0.60,34,0.98,0,0.00,2,0.06,29,0.84,53,1.51,2,0.14,39,2.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1007,481,963,3213,99,93,0,8,90,166,160,169
12103028103,Florida,Pinellas County,1,1731,1068,0,156,9.01,0,0,0,0,0,0,13.5,73438,0,1,0,1,0,0,0,0,0,977,0,0,247,0,977,56.43,247,14.29,56,3.25,454,26.22,916,52.94,30,1.74,13,0.77,0,0.00,2,0.14,15,0.84,22,1.28,61,5.70,31,2.92,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,429,82,857,1631,44,28,2,5,21,44,115,56
12103028104,Florida,Pinellas County,1,3252,2114,0,96,2.95,0,0,0,0,1,0,10.1,55637,0,1,0,1,0,0,0,1,410,1507,410,112,456,112,1507,46.35,456,14.01,13,0.39,1108,34.07,1466,45.07,4,0.12,31,0.95,0,0.00,1,0.03,6,0.18,25,0.77,106,5.01,28,1.30,410,12.60,112,3.46,5,0.14,306,9.41,395,12.14,1,0.03,11,0.34,0,0.00,0,0.00,3,0.09,6,0.20,28,1.32,7,0.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1214,118,2077,3140,35,41,0,2,34,110,418,60
12103028200,Florida,Pinellas County,1,2431,1015,0,144,5.92,0,0,0,0,0,0,7.4,63583,0,1,0,1,0,0,0,0,409,2431,409,105,865,105,2431,100.00,865,35.57,403,16.58,392,16.13,2195,90.29,125,5.14,27,1.11,2,0.08,12,0.49,70,2.88,155,6.38,27,2.67,80,7.92,409,16.83,105,4.31,83,3.40,54,2.22,373,15.36,20,0.82,3,0.12,0,0.00,0,0.02,12,0.51,32,1.31,5,0.54,14,1.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,971,403,392,2195,125,27,2,12,70,155,34,90
12103028300,Florida,Pinellas County,1,3341,1566,0,6,0.18,0,0,0,0,0,0,17.9,59344,0,1,0,1,0,0,0,0,6,1707,6,3,816,3,1707,51.10,816,24.41,323,9.66,330,9.88,1248,37.37,350,10.49,15,0.44,6,0.18,5,0.15,83,2.48,110,3.29,51,3.26,125,7.98,6,0.17,3,0.08,0,0.01,4,0.13,5,0.15,1,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,1,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1403,617,529,2498,651,36,6,18,132,207,103,253
12103028401,Florida,Pinellas County,1,1463,1015,0,0,0.00,0,0,0,0,0,0,11.8,54071,1,1,1,1,1,0,0,0,1305,1463,1305,361,421,361,1463,100.00,421,28.75,15,1.03,1085,74.16,1425,97.40,15,1.03,4,0.27,1,0.07,3,0.21,15,1.03,21,1.44,82,8.05,22,2.12,1305,89.19,361,24.67,15,1.03,957,65.44,1274,87.11,15,1.02,4,0.27,0,0.01,3,0.20,9,0.59,20,1.36,72,7.05,19,1.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,447,15,1085,1425,15,4,1,3,15,21,87,23
12103028402,Florida,Pinellas County,1,1269,733,0,0,0.00,0,0,0,0,0,0,13.3,92981,0,1,0,1,0,0,0,0,22,1051,22,9,390,9,1051,82.83,390,30.77,111,8.71,187,14.70,981,77.32,36,2.84,5,0.42,3,0.24,2,0.18,23,1.82,35,2.73,22,3.01,40,5.47,22,1.73,9,0.74,2,0.16,2,0.15,20,1.55,2,0.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.10,1,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,476,143,225,1176,48,6,4,4,31,43,23,46
12103028500,Florida,Pinellas County,1,2075,1121,0,2,0.10,0,1,0,0,0,1,17.5,50598,0,1,0,1,0,0,0,0,0,1368,0,0,431,0,1368,65.92,431,20.76,160,7.70,282,13.58,1184,57.08,126,6.09,10,0.49,0,0.00,8,0.39,39,1.86,57,2.73,17,1.55,62,5.49,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,642,246,396,1758,225,18,0,11,63,88,24,90
12103028600,Florida,Pinellas County,1,3327,1755,0,687,20.65,0,0,0,0,0,0,16.7,128056,0,1,0,1,0,0,0,0,15,779,15,9,460,9,779,23.41,460,13.83,69,2.08,56,1.69,453,13.61,270,8.13,18,0.54,1,0.03,6,0.18,31,0.92,28,0.84,0,0.00,26,1.49,15,0.45,9,0.27,0,0.01,2,0.05,12,0.36,2,0.06,0,0.00,0,0.00,0,0.01,0,0.01,1,0.02,0,0.00,1,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1363,159,464,2591,513,91,3,15,114,197,566,299
12103028700,Florida,Pinellas County,1,2882,1043,0,32,1.11,1,1,1,1,1,1,49.8,28125,1,1,1,1,1,0,0,1,1153,2878,1153,775,1977,775,2878,99.86,1977,68.61,1056,36.63,303,10.51,101,3.51,2686,93.20,9,0.31,0,0.00,2,0.07,80,2.77,70,2.44,180,17.29,423,40.52,1153,40.00,775,26.89,335,11.62,145,5.02,31,1.08,1088,37.75,2,0.07,0,0.00,2,0.07,30,1.05,19,0.64,47,4.48,176,16.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1953,1059,303,104,2687,9,0,2,80,71,158,389
12105010300,Florida,Polk County,1,4357,1742,0,70,1.61,1,1,1,1,1,1,24.1,42178,1,1,1,1,1,0,0,1,1229,2722,1229,614,1393,614,2722,62.48,1393,31.98,715,16.40,336,7.71,1930,44.29,526,12.07,43,0.98,11,0.25,20,0.47,193,4.42,447,10.27,143,8.22,236,13.58,1229,28.22,614,14.10,342,7.86,170,3.89,967,22.19,162,3.72,16,0.36,11,0.25,7,0.17,67,1.54,187,4.29,50,2.86,104,5.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1771,1077,602,3041,875,107,11,23,300,698,246,377
12105010401,Florida,Polk County,1,2034,1138,0,2,0.10,0,0,0,0,1,0,10.9,74861,1,1,1,1,1,0,0,1,1343,2034,1343,523,685,523,2034,100.00,685,33.69,308,15.14,500,24.58,1776,87.32,155,7.62,20,0.98,0,0.00,4,0.20,79,3.88,157,7.72,252,22.11,195,17.15,1343,66.01,523,25.71,163,8.03,438,21.52,1181,58.09,95,4.65,17,0.83,0,0.00,3,0.15,47,2.29,101,4.97,242,21.29,139,12.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,522,308,500,1776,155,20,0,4,79,157,192,154
12105010402,Florida,Polk County,1,4158,1408,0,1186,28.52,1,1,1,0,0,1,9.6,48420,1,1,1,1,1,0,0,0,2209,3828,2209,679,1354,679,3828,92.05,1354,32.55,475,11.43,271,6.53,3250,78.15,336,8.08,48,1.15,1,0.02,11,0.26,182,4.38,352,8.47,36,2.56,165,11.68,2209,53.13,679,16.33,254,6.10,120,2.88,1923,46.24,165,3.97,26,0.63,1,0.02,6,0.14,88,2.12,201,4.84,28,2.01,81,5.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1265,561,323,3537,354,50,1,11,205,397,32,157
12105010501,Florida,Polk County,1,1632,667,0,0,0.00,0,0,0,0,0,0,11.3,79148,0,0,0,0,0,0,0,0,NULL,462,NULL,NULL,116,NULL,462,28.32,116,7.14,110,6.73,107,6.56,434,26.58,2,0.10,16,1.00,0,0.00,0,0.00,11,0.65,22,1.35,3,0.45,7,1.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,422,354,306,1422,133,35,0,1,41,148,10,24
12105010502,Florida,Polk County,1,4098,1817,0,0,0.00,0,0,0,0,0,0,5.4,105063,0,1,0,1,0,0,0,0,1,2052,1,0,297,0,2052,50.08,297,7.24,446,10.89,383,9.34,1907,46.54,60,1.45,22,0.53,1,0.02,4,0.10,59,1.45,137,3.35,18,0.97,45,2.49,1,0.03,0,0.00,0,0.00,1,0.01,1,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,855,842,755,3731,185,28,4,8,142,292,60,92
